10000  0.115884
11000  0.121887
12000  0.165358
13000  0.195862
14000  0.216141
15000  0.258683
16000  0.286688
17000  0.334737
18000  0.379769
19000  0.406041
20000  0.47934
21000  0.485204
22000  0.57036
23000  0.603279
24000  0.647997
25000  0.730526
26000  0.773377
27000  0.832573
28000  0.898344
29000  0.980143
30000  1.03629
31000  1.12449
32000  1.19346
33000  1.27528
34000  1.3548
35000  1.40408
36000  1.51022
37000  1.5684
38000  1.65156
39000  1.77088
40000  1.8561
41000  1.92776
42000  2.03155
43000  2.10817
44000  2.27203
45000  2.39258
46000  2.48442
47000  2.54301
48000  2.65695
49000  2.8439
50000  2.91644
51000  2.97167
52000  3.13293
53000  3.22248
54000  3.43365
55000  3.52176
56000  3.63178
57000  4.19066
58000  3.95384
59000  4.08539
60000  4.21613
61000  4.33267
62000  4.42457
63000  4.6343
64000  4.73361
65000  4.81391
66000  5.01775
67000  5.27507
68000  5.4833
69000  5.59793
70000  5.67951
71000  5.85809
72000  6.08384
73000  6.23664
74000  6.312
75000  6.53981
76000  6.70076
77000  6.96797
78000  7.16205
79000  7.37197
80000  7.51906
81000  7.54136
82000  7.87199
83000  8.04417
84000  8.16899
85000  8.49845
86000  8.51245
87000  8.74893
88000  8.92422
89000  9.13499
90000  9.359
91000  9.76287
92000  9.90597
93000  10.037
94000  10.3609
95000  10.4539
96000  10.7385
97000  10.9905
98000  11.0937
99000  11.2618
100000  11.6791
