1000 0.00154319
2000 0.00521747
3000 0.0114994
4000 0.0202229
5000 0.030599
6000 0.0439349
7000 0.0593848
8000 0.0780823
9000 0.0978127
10000 0.120461
11000 0.144918
12000 0.174608
13000 0.202274
14000 0.234653
15000 0.267336
16000 0.30392
17000 0.344823
18000 0.386697
19000 0.427849
20000 0.476216
21000 0.526483
22000 0.577543
23000 0.629916
24000 0.686141
25000 0.74474
26000 0.804528
27000 0.861666
28000 0.934023
29000 1.00324
30000 1.06273
