1 2.09e-07
5001 4.19e-07
10001 4.65e-07
15001 4.75e-07
20001 4.99e-07
25001 4.94e-07
30001 5.23e-07
35001 5.33e-07
40001 5.29e-07
45001 5.34e-07
50001 5.44e-07
55001 5.19e-07
60001 5.92e-07
65001 5.59e-07
70001 5.37e-07
75001 6.12e-07
80001 5.43e-07
85001 5.67e-07
90001 5.31e-07
95001 6.04e-07
100001 5.83e-07
105001 5.79e-07
110001 5.59e-07
115001 5.69e-07
120001 5.92e-07
125001 6.24e-07
130001 5.9e-07
135001 6.2e-07
140001 5.81e-07
145001 6.68e-07
150001 5.71e-07
155001 6.19e-07
160001 6.09e-07
165001 7.17e-07
170001 7.6e-07
175001 6.06e-07
180001 7.44e-07
185001 6.73e-07
190001 7.08e-07
195001 7.09e-07
200001 7.37e-07
205001 7.77e-07
210001 9.45e-07
215001 6.8e-07
220001 6.35e-07
225001 8.6e-07
230001 7.18e-07
235001 7.83e-07
240001 8.27e-07
245001 7.07e-07
250001 5.72e-07
255001 7.61e-07
260001 6.18e-07
265001 7.08e-07
270001 7.6e-07
275001 6.85e-07
280001 7.16e-07
285001 6.46e-07
290001 6.58e-07
295001 7.42e-07
300001 7.58e-07
305001 8.29e-07
310001 6.16e-07
315001 9.41e-07
320001 8.84e-07
325001 1.026e-06
330001 8.05e-07
335001 8.69e-07
340001 8.16e-07
345001 1.066e-06
350001 7.39e-07
355001 7.53e-07
360001 7.91e-07
365001 8.75e-07
370001 1.256e-06
375001 1.013e-06
380001 9.86e-07
385001 7.99e-07
390001 9.19e-07
395001 6.79e-07
400001 9.37e-07
405001 1.105e-06
410001 9.34e-07
415001 1.777e-06
420001 1.346e-06
425001 7.05e-07
430001 1.007e-06
435001 1.067e-06
440001 1.242e-06
445001 7.76e-07
450001 1.171e-06
455001 1.105e-06
460001 8.33e-07
465001 8.34e-07
470001 1.007e-06
475001 9.3e-07
480001 7.65e-07
485001 1.092e-06
490001 1.017e-06
495001 1.068e-06
500001 1.657e-06
505001 1.14e-06
510001 9.79e-07
515001 1.144e-06
520001 9.23e-07
525001 1.827e-06
530001 1.265e-06
535001 1.44e-06
540001 9.73e-07
545001 1.063e-06
550001 8.73e-07
555001 1.188e-06
560001 8.04e-07
565001 1.578e-06
570001 1.276e-06
575001 7.26e-07
580001 9.84e-07
585001 8.32e-07
590001 9.05e-07
595001 1.142e-06
600001 9.21e-07
605001 8.45e-07
610001 8.96e-07
615001 1.189e-06
620001 8.01e-07
625001 8.66e-07
630001 9.18e-07
635001 9.56e-07
640001 1.193e-06
645001 1.003e-06
650001 1.224e-06
655001 9.92e-07
660001 1.083e-06
665001 1.073e-06
670001 1.116e-06
675001 1.037e-06
680001 1.178e-06
685001 1.34e-06
690001 8.51e-07
695001 1.241e-06
700001 1.22e-06
705001 1.221e-06
710001 9.62e-07
715001 1.171e-06
720001 9.04e-07
725001 8.77e-07
730001 9.12e-07
735001 9.75e-07
740001 9.66e-07
745001 1.004e-06
750001 1.293e-06
755001 1.392e-06
760001 9.71e-07
765001 9.42e-07
770001 9.86e-07
775001 1.034e-06
780001 9.54e-07
785001 9.4e-07
790001 1.177e-06
795001 1.208e-06
800001 1.435e-06
805001 1.366e-06
810001 1.02e-06
815001 8.97e-07
820001 2.502e-06
825001 1.573e-06
830001 1.111e-06
835001 1.239e-06
840001 1.512e-06
845001 1.138e-06
850001 2.077e-06
855001 1.371e-06
860001 1.282e-06
865001 1.403e-06
870001 1.837e-06
875001 1.193e-06
880001 1.205e-06
885001 1.695e-06
890001 1.019e-06
895001 9.72e-07
900001 2.502e-06
905001 1.498e-06
910001 1.0181e-05
915001 1.252e-06
920001 1.145e-06
925001 1.622e-06
930001 1.067e-06
935001 1.606e-06
940001 1.5e-06
945001 1.741e-06
950001 1.978e-06
955001 1.073e-06
960001 1.028e-06
965001 1.105e-06
970001 9.64e-07
975001 1.451e-06
980001 1.178e-06
985001 1.428e-06
990001 1.325e-06
995001 1.4e-06
1000001 1.122e-06
