10000  0.0020228
20000  0.00405288
30000  0.00584731
40000  0.00880539
50000  0.0118405
60000  0.0125666
70000  0.015854
80000  0.0182711
90000  0.021393
100000  0.024851
110000  0.0233563
120000  0.0262079
130000  0.0287939
140000  0.0324914
150000  0.0350757
160000  0.0379842
170000  0.0412519
180000  0.0446406
190000  0.0487825
200000  0.0520938
210000  0.0457756
220000  0.0494278
230000  0.0514309
240000  0.0538861
250000  0.0574283
260000  0.0603544
270000  0.0629553
280000  0.0660139
290000  0.0687937
300000  0.0726605
310000  0.0756656
320000  0.0783457
330000  0.0811961
340000  0.0849611
350000  0.0898723
360000  0.0921153
370000  0.0957111
380000  0.0979609
390000  0.101778
400000  0.106473
410000  0.091896
420000  0.0964962
430000  0.0964851
440000  0.0997763
450000  0.102598
460000  0.108068
470000  0.108172
480000  0.111006
490000  0.113594
500000  0.116472
510000  0.120045
520000  0.125718
530000  0.126439
540000  0.129487
550000  0.132418
560000  0.135196
570000  0.139087
580000  0.143271
590000  0.146024
600000  0.148724
610000  0.150612
620000  0.154155
630000  0.15787
640000  0.161171
650000  0.164284
660000  0.167582
670000  0.172696
680000  0.174132
690000  0.177205
700000  0.181448
710000  0.184248
720000  0.187217
730000  0.192405
740000  0.195823
750000  0.20469
760000  0.205442
770000  0.208115
780000  0.208422
790000  0.212418
800000  0.218401
810000  0.219921
820000  0.195645
830000  0.194142
840000  0.194187
850000  0.196252
860000  0.200124
870000  0.204557
880000  0.205715
890000  0.209842
900000  0.212357
910000  0.21473
920000  0.219467
930000  0.219658
940000  0.224276
950000  0.227366
960000  0.229231
970000  0.230973
980000  0.23784
990000  0.239195
1000000  0.241125
