10000  0.0015588
20000  0.00335452
30000  0.00530718
40000  0.00721495
50000  0.00929548
60000  0.0114295
70000  0.013454
80000  0.0156966
90000  0.0177857
100000  0.019995
110000  0.0223967
120000  0.024481
130000  0.0277115
140000  0.0292011
150000  0.031418
160000  0.0336824
170000  0.0360799
180000  0.0383879
190000  0.0421175
200000  0.0433209
210000  0.0456272
220000  0.0481876
230000  0.0507642
240000  0.0529512
250000  0.056207
260000  0.0577551
270000  0.0616232
280000  0.0626213
290000  0.064911
300000  0.0680543
310000  0.0700724
320000  0.0729894
330000  0.0751191
340000  0.0777804
350000  0.0806675
360000  0.0826223
370000  0.0857715
380000  0.0880898
390000  0.0917232
400000  0.0934962
410000  0.0998076
420000  0.0985284
430000  0.101333
440000  0.104141
450000  0.121517
460000  0.10871
470000  0.111036
480000  0.114578
490000  0.116803
500000  0.119599
510000  0.122
520000  0.124679
530000  0.127431
540000  0.130094
550000  0.13302
560000  0.137739
570000  0.137769
580000  0.142428
590000  0.144885
600000  0.147304
610000  0.149105
620000  0.151915
630000  0.155217
640000  0.157342
650000  0.15915
660000  0.162445
670000  0.165628
680000  0.16843
690000  0.171765
700000  0.175231
710000  0.175318
720000  0.180123
730000  0.182838
740000  0.198733
750000  0.186991
760000  0.189827
770000  0.196166
780000  0.196315
790000  0.198711
800000  0.201732
810000  0.203661
820000  0.209941
830000  0.211306
840000  0.212752
850000  0.215811
860000  0.221532
870000  0.2217
880000  0.22623
890000  0.226732
900000  0.232335
910000  0.232063
920000  0.235075
930000  0.240306
940000  0.240815
950000  0.247304
960000  0.247996
970000  0.249714
980000  0.257626
990000  0.260655
1000000  0.263088
