1  0
2  0
3  4.27654e-007
4  0
5  0
6  0
7  0
8  0
9  4.27654e-007
10  4.27654e-007
11  8.55308e-007
12  8.55308e-007
13  1.71062e-006
14  2.56592e-006
15  4.27654e-006
16  5.98715e-006
17  9.83604e-006
18  1.58232e-005
19  2.52316e-005
20  4.5759e-005
21  9.0235e-005
22  0.000110335
23  0.000177476
24  0.000404988
25  0.000542693
26  0.000873697
27  0.00143734
28  0.0019578
29  0.00320227
30  0.00505059
31  0.0082905
32  0.013002
33  0.0210419
34  0.0344368
35  0.0558204
36  0.137441
37  0.218018
38  0.348543
39  0.501137
40  0.894741
41  1.10542
42  1.69906
43  2.74118
44  4.41415
45  7.06906
