10000  0.00193171
20000  0.00429108
30000  0.00598202
40000  0.00924588
50000  0.0121454
60000  0.012523
70000  0.0157257
80000  0.0184913
90000  0.0217411
100000  0.0247996
110000  0.0232562
120000  0.0264525
130000  0.0289244
140000  0.0321296
150000  0.0348525
160000  0.0380278
170000  0.0421042
180000  0.0457089
190000  0.048256
200000  0.0513805
210000  0.0465865
220000  0.0490801
230000  0.051753
240000  0.0541872
250000  0.0572167
260000  0.0597184
270000  0.0627911
280000  0.0661397
290000  0.0686303
300000  0.0729629
310000  0.07512
320000  0.078022
330000  0.0830063
340000  0.08464
350000  0.0879932
360000  0.0923784
370000  0.0955049
380000  0.0996865
390000  0.10147
400000  0.106159
410000  0.091133
420000  0.094556
430000  0.0968003
440000  0.0997079
450000  0.102743
460000  0.105255
470000  0.108509
480000  0.111137
490000  0.115919
500000  0.117482
510000  0.119386
520000  0.122236
530000  0.126385
540000  0.12928
550000  0.132079
560000  0.136482
570000  0.137492
580000  0.141863
590000  0.14473
600000  0.149696
610000  0.150909
620000  0.154114
630000  0.158669
640000  0.161406
650000  0.164864
660000  0.166832
670000  0.172025
680000  0.176571
690000  0.180899
700000  0.181175
710000  0.183594
720000  0.190619
730000  0.191767
740000  0.195045
750000  0.200077
760000  0.210471
770000  0.207736
780000  0.210405
790000  0.212818
800000  0.220821
810000  0.226063
820000  0.18949
830000  0.19111
840000  0.197906
850000  0.195951
860000  0.19909
870000  0.205428
880000  0.207605
890000  0.208802
900000  0.214528
910000  0.215274
920000  0.216831
930000  0.220951
940000  0.230331
950000  0.226904
960000  0.230912
970000  0.235765
980000  0.234244
990000  0.238389
1000000  0.239511
