1  0
2  0
3  0
4  0
5  4.27654e-007
6  4.27654e-007
7  0
8  0
9  8.55308e-007
10  8.55308e-007
11  8.55308e-007
12  1.28296e-006
13  2.13827e-006
14  2.99358e-006
15  4.70419e-006
16  6.84246e-006
17  1.1119e-005
18  1.79615e-005
19  2.82252e-005
20  4.49036e-005
21  7.27011e-005
22  0.000117177
23  0.000189023
24  0.000305772
25  0.000494368
26  0.00079843
27  0.00129151
28  0.00208952
29  0.00337932
30  0.00562236
31  0.00907011
32  0.0143773
33  0.0232699
34  0.0376968
35  0.0610848
36  0.0987363
37  0.161509
38  0.260016
39  0.422412
40  0.701801
41  1.10734
42  1.80276
43  2.93236
44  4.7016
45  7.76968
