10000  0.00116749
20000  0.00247868
30000  0.00491246
40000  0.00531702
50000  0.00717004
60000  0.00814723
70000  0.00981979
80000  0.0109112
90000  0.0125029
100000  0.0142986
110000  0.0152164
120000  0.0164916
130000  0.0179144
140000  0.0196238
150000  0.0209217
160000  0.0226276
170000  0.0237023
180000  0.0268049
190000  0.0270072
200000  0.0279108
210000  0.0305311
220000  0.0316113
230000  0.0322904
240000  0.0345959
250000  0.0358759
260000  0.0367864
270000  0.037997
280000  0.0394737
290000  0.0408324
300000  0.0426491
310000  0.0438456
320000  0.0447925
330000  0.0466904
340000  0.0480473
350000  0.0500817
360000  0.0504088
370000  0.0516229
380000  0.0539519
390000  0.0556284
400000  0.0562818
410000  0.0572235
420000  0.0600982
430000  0.0601632
440000  0.0624118
450000  0.0631961
460000  0.0641908
470000  0.0649503
480000  0.0665904
490000  0.0689827
500000  0.0711218
510000  0.0701921
520000  0.0736617
530000  0.0739029
540000  0.0751533
550000  0.0760929
560000  0.077839
570000  0.0800636
580000  0.0785852
590000  0.0806666
600000  0.08143
610000  0.0857382
620000  0.0846434
630000  0.0860576
640000  0.0864669
650000  0.0880274
660000  0.0881711
670000  0.0917989
680000  0.0906207
690000  0.0928684
700000  0.0949781
710000  0.0940158
720000  0.097021
730000  0.0971343
740000  0.100056
750000  0.0992726
760000  0.101988
770000  0.101945
780000  0.103008
790000  0.103587
800000  0.108718
810000  0.106359
820000  0.106598
830000  0.106576
840000  0.108692
850000  0.109016
860000  0.11075
870000  0.112547
880000  0.112245
890000  0.11307
900000  0.112895
910000  0.114858
920000  0.115289
930000  0.117548
940000  0.122123
950000  0.117144
960000  0.119366
970000  0.121453
980000  0.120392
990000  0.127585
1000000  0.123056
